AAC(3)-IId,AAC(3)-IIe,AAC(3)-IV,AAC(3)-Ia,AAC(6')-29a,AAC(6')-33,AAC(6')-IIa,AAC(6')-IIc,AAC(6')-Ib-cr,AAC(6')-Ib10,AAC(6')-Ib7,AAC(6')-Ib9,AAC(6')-Il,AAC(6')-Im,ANT(2'')-Ia,ANT(3'')-IIa,APH(2'')-IIa,APH(3'')-Ib,APH(3')-Ia,APH(3')-VI,APH(3')-VIa,APH(4)-Ia,APH(6)-Id,BKC-1,CARB-3,CMY-59,CTX-M-1,CTX-M-101,CTX-M-14,CTX-M-15,CTX-M-2,CTX-M-27,CTX-M-3,CTX-M-65,CTX-M-9,CTX-M-98,DHA-1,DHA-6,EreA2,ErmB,FOX-5,FosA3,FosA5,FosA6,FosA7,IMP-14,KPC-1,KPC-3,KPC-8,Klebsiella_pneumoniae_KpnE,Klebsiella_pneumoniae_KpnF,Klebsiella_pneumoniae_KpnG,Klebsiella_pneumoniae_OmpK37,Klebsiella_pneumoniae_acrA,LAP-2,LEN-10,LEN-16,LEN-17,LEN-18,LEN-2,LEN-26,LEN-30,LEN-55,LEN-9,MCR-9,NDM-1,NDM-5,OKP-A-3,OKP-A-5,OKP-A-7,OKP-B-19,OKP-B-3,OKP-B-5,OKP-B-6,OKP-B-8,OXA-1,OXA-10,OXA-181,OXA-2,OXA-232,OXA-48,OXA-9,QnrA1,QnrA7,QnrB17,QnrB20,QnrB4,QnrB5,QnrB58,QnrS1,SAT-1,SCO-1,SHV-1,SHV-100,SHV-101,SHV-105,SHV-106,SHV-107,SHV-108,SHV-11,SHV-110,SHV-119,SHV-12,SHV-120,SHV-121,SHV-134,SHV-142,SHV-143,SHV-155,SHV-161,SHV-172,SHV-178,SHV-182,SHV-185,SHV-187,SHV-2,SHV-26,SHV-27,SHV-30,SHV-33,SHV-36,SHV-42,SHV-44,SHV-5,SHV-52,SHV-60,SHV-65,SHV-76,SHV-77,SHV-86,TEM-1,TEM-104,TEM-12,TEM-122,TEM-15,TEM-150,TEM-158,TEM-206,TEM-79,VEB-1,VEB-5,VIM-19,VIM-27,aadA13,aadA16,aadA2,aadA5,armA,arr-2,arr-3,catB11,catB3,catI,catII_from_Escherichia_coli_K-12,cmlA1,cmlA4,cmlA5,cmlA6,determinant_of_bleomycin_resistance,dfrA1,dfrA12,dfrA14,dfrA15,dfrA17,dfrA19,dfrA22,dfrA23,dfrA26,dfrA27,dfrA30,dfrA5,dfrA7,dfrA8,dfrB3,floR,mphA,mphE,msrE,oqxA,oqxB,qacH,rmtB,rmtC,rmtF,sul1,sul2,sul3,tet(A),tet(B),tet(C),tet(D),tet(G),tet(W/N/W),tetM,tetW,Other Names,NCBI Taxon ID,Biovar,Pathovar,Segment,Subtype,H_type,N_type,H1 Clade Global,H1 Clade US,H5 Clade,pH1N1-like,Lineage,Clade,Subclade,Culture Collection,Type Strain,Reference,Publication,Authors,Chromosome,GC Content,Contig L50,Contig N50,TRNA,RRNA,Mat Peptide,CDS,Coarse Consistency,Fine Consistency,CheckM Contamination,CheckM Completeness,Genome Quality Flags,Isolation Comments,Collection Year,Season,Other Environmental,Lab Host,Passage,Laboratory Typing Method Version,Computational Method Performance
0.0,-0.013673779,0.0018209643,0.0,0.0,0.0,0.0,0.0,0.09670501,-0.047181513,0.0013926844,0.0,0.0,0.0,0.0,0.0028013205,0.0,-0.011074543,0.049940087,0.0,0.0,0.0,-0.0434634,0.0,0.0012295574,0.0,0.0,0.0,0.0,-0.022104785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00057754276,0.0,0.0,0.0,6.1104784,-0.08957185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02437596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06718942,0.0,0.0,0.0,0.0,-0.0026418935,-0.10544931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010333312,0.0,0.0,0.0,0.008054155,0.0,0.0,0.0,0.0036519151,0.0,0.0,0.0,0.0,0.03603049,0.0,0.0,0.0,0.0,0.0,0.0,0.002210693,0.0,0.01383413,0.0,0.0,0.0,0.0,-0.006619945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008241758,0.0,0.0,0.064271115,0.0,0.0,0.28508434,0.0,-0.03295191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030086469,0.0013336967,0.0,-0.0050105248,0.0,0.0,0.0,-0.018233605,-0.07909521,0.019717824,0.0,0.0,0.0,-0.01725585,-0.05961185,0.042228583,0.2684152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1828237,0.0,-0.010038581,0.010881337,-0.023364762,0.0019721203,0.0,0.0,0.0,0.08634563,-0.0068677166,0.0,0.02725492,0.0,0.0,-0.16193277,0.0,0.0,0.0,0.0,0.0,0.004802168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11495611,0.0,0.0,-0.73026776,0.004500052,-0.23880234,-1.3547502,-0.0950134,0.0,-0.920019,-0.22998266,-0.020579359,0.14714547,-0.061887946,0.0,0.0,0.0947777,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.017960697,-0.21942371,0.0,0.0,0.0,0.0,0.0,0.115075655,0.02335625,0.0034133152,0.0,0.0,0.0,0.0,0.0045167995,0.0,-0.0054997643,0.07458127,0.0,0.0,0.0,-0.032712862,0.0,0.0007327197,0.0,0.0,0.0,0.0,0.18650737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011859243,0.0,0.0,0.0,-2.165793,-0.20313683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.080677204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.112486005,0.0,0.0,0.0,0.0,-0.006769119,-0.10030777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026956555,0.0,0.0,0.0,0.016557047,0.0,0.0,0.0,0.0018336169,0.0,0.0,0.0,0.0,0.14368227,0.0,0.0,0.0,0.0,0.0,0.0,-0.0051306523,0.0,0.0016822984,0.0,0.0,0.0,0.0,-0.016902516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021177905,0.0,0.0,0.036064208,0.0,0.0,0.04091175,0.0,-0.018007735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039005708,0.00077768293,0.0,-0.011266179,0.0,0.0,0.0,-0.0469766,0.030460568,-0.18843883,0.0,0.0,0.0,-0.027446795,-0.10768418,0.022714525,-0.026223546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016222997,0.0,-0.028511172,0.002288418,-0.027817022,-0.13238126,0.0,0.0,0.0,0.17113587,0.042824253,0.0,0.083532035,0.0,0.0,0.0020675021,0.0,0.0,0.0,0.0,0.0,0.0025341383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.063761495,0.0,0.0,-0.17393148,0.04152425,-0.17793612,-0.4462862,-0.7664672,0.0,0.50855273,0.3881174,0.007864545,-0.1214138,-0.016891934,0.0,0.0,-0.21367984,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.04537625,0.0028800862,0.0,0.0,0.0,0.0,0.0,0.20513551,-0.039256677,0.0020966656,0.0,0.0,0.0,0.0,0.0045167995,0.0,-0.004783988,0.12732242,0.0,0.0,0.0,-0.058869705,0.0,0.0006087835,0.0,0.0,0.0,0.0,0.32205003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019802636,0.0,0.0,0.0,-1.9178843,-0.16532564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.038674884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1016573,0.0,0.0,0.0,0.0,-0.004408283,-0.0595328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030508116,0.0,0.0,0.0,0.017417356,0.0,0.0,0.0,0.006090595,0.0,0.0,0.0,0.0,-0.19028416,0.0,0.0,0.0,0.0,0.0,0.0,0.002210693,0.0,0.002354424,0.0,0.0,0.0,0.0,-0.016902516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018259086,0.0,0.0,0.02616116,0.0,0.0,0.033119205,0.0,-0.033155248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.024392113,0.0007532441,0.0,-0.011294729,0.0,0.0,0.0,-0.083682574,0.0075709973,0.006679293,0.0,0.0,0.0,-0.018091124,-0.08999972,0.019948741,-0.036345616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011575012,0.0,-0.019594131,0.002187547,-0.023258405,0.0019774006,0.0,0.0,0.0,-0.3249953,-0.13265862,0.0,0.030075468,0.0,0.0,0.008335532,0.0,0.0,0.0,0.0,0.0,0.004802168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.083091065,0.0,0.0,0.19379629,0.028356588,-0.14024393,-0.28667492,-0.51393014,0.0,1.9204056,1.0368212,-0.005873423,-0.22172703,-0.119374216,0.0,0.0,0.032224193,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.01417915,0.008536359,0.0,0.0,0.0,0.0,0.0,0.12909093,-0.06869361,0.0019190763,0.0,0.0,0.0,0.0,0.0028013205,0.0,0.04155856,0.05990096,0.0,0.0,0.0,0.20346051,0.0,0.0012295574,0.0,0.0,0.0,0.0,-0.013978227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00057754276,0.0,0.0,0.0,5.3027115,-0.08750663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.024629965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.044554077,0.0,0.0,0.0,0.0,-0.0026418935,-0.086093456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010285419,0.0,0.0,0.0,0.010646836,0.0,0.0,0.0,0.0033158353,0.0,0.0,0.0,0.0,0.04815644,0.0,0.0,0.0,0.0,0.0,0.0,0.002210693,0.0,0.01383413,0.0,0.0,0.0,0.0,-0.006619945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008241758,0.0,0.0,0.042371914,0.0,0.0,0.4291866,0.0,-0.01285382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062150512,0.0012888289,0.0,-0.0057266364,0.0,0.0,0.0,0.01737962,-0.00840825,0.019478675,0.0,0.0,0.0,-0.016689153,-0.063789085,0.04410591,0.060106102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16382581,0.0,-0.009980771,0.008387549,-0.024504675,0.0041828896,0.0,0.0,0.0,0.060397003,-0.09307036,0.0,0.10952016,0.0,0.0,0.027961846,0.0,0.0,0.0,0.0,0.0,0.0049642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.091407396,0.0,0.0,-0.42337337,0.11461847,0.045083392,-1.1136888,0.030415569,0.0,-1.0816574,-0.1281138,0.07023632,0.24151273,-0.047727473,0.0,0.0,0.19707768,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.08688209,0.0035134633,0.0,0.0,0.0,0.0,0.0,0.13692166,-0.016120113,0.0020932662,0.0,0.0,0.0,0.0,0.0045167995,0.0,-0.008494145,0.12046991,0.0,0.0,0.0,-0.090329245,0.0,0.0007327197,0.0,0.0,0.0,0.0,-0.26950222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008822374,0.0,0.0,0.0,-2.4944346,-0.15659711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.055236578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06002924,0.0,0.0,0.0,0.0,-0.006769119,-0.13753186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031958744,0.0,0.0,0.0,-0.015849508,0.0,0.0,0.0,0.00097037153,0.0,0.0,0.0,0.0,0.13499416,0.0,0.0,0.0,0.0,0.0,0.0,0.002210693,0.0,0.002354424,0.0,0.0,0.0,0.0,-0.016902516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021177905,0.0,0.0,0.030783113,0.0,0.0,0.045593943,0.0,-0.011738617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002175248,0.0007532441,0.0,-0.011114115,0.0,0.0,0.0,-0.041322406,-0.32974434,0.0053040087,0.0,0.0,0.0,-0.03570346,-0.123646766,0.011576032,0.06753927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02193576,0.0,-0.028835189,0.002251444,-0.0421064,0.0019721203,0.0,0.0,0.0,0.15785776,0.016992584,0.0,0.0863851,0.0,0.0,-0.21373922,0.0,0.0,0.0,0.0,0.0,0.0025341383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07957196,0.0,0.0,-0.25812313,0.10941169,-0.023456901,-1.3568134,0.10436615,0.0,-0.21540438,0.31579745,-0.13889252,-0.1088516,-0.01890496,0.0,0.0,0.22695975,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.002657217,0.008536359,0.0,0.0,0.0,0.0,0.0,0.15008819,0.013906079,0.0034133152,0.0,0.0,0.0,0.0,0.0045167995,0.0,-0.008494145,0.051943082,0.0,0.0,0.0,-0.09855645,0.0,0.0007327197,0.0,0.0,0.0,0.0,0.2687981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0025375823,0.0,0.0,0.0,-1.5236881,-0.16743992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.053853624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06853913,0.0,0.0,0.0,0.0,-0.006769119,0.73586726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031958744,0.0,0.0,0.0,0.008444276,0.0,0.0,0.0,0.0023710812,0.0,0.0,0.0,0.0,0.14709634,0.0,0.0,0.0,0.0,0.0,0.0,0.002210693,0.0,0.002354424,0.0,0.0,0.0,0.0,-0.011853406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017189756,0.0,0.0,0.023817016,0.0,0.0,0.055648513,0.0,-0.018032897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00080847717,0.0007532441,0.0,0.34585345,0.0,0.0,0.0,-0.055988513,0.021815758,0.0075758593,0.0,0.0,0.0,-0.033618096,-0.098129496,0.10082384,-0.1037463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008822831,0.0,-0.005219125,0.0020016357,-0.019367538,0.0041828896,0.0,0.0,0.0,-0.11104946,-0.013812713,0.0,0.096010834,0.0,0.0,0.02039618,0.0,0.0,0.0,0.0,0.0,0.0019759487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13540143,0.0,0.0,-0.65068287,-0.10770541,-0.082570866,-0.6915929,-0.2691665,0.0,-0.4756329,0.24399813,0.31061745,0.30832803,-0.011089217,0.0,0.0,0.3217392,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0066731903,0.0028800862,0.0,0.0,0.0,0.0,0.0,0.1492723,-0.02727633,0.0034133152,0.0,0.0,0.0,0.0,0.0045167995,0.0,-0.005044796,0.06983211,0.0,0.0,0.0,-0.1092181,0.0,0.0003282557,0.0,0.0,0.0,0.0,-0.17733675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006884748,0.0,0.0,0.0,-2.0428908,-0.19225837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05391549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06574746,0.0,0.0,0.0,0.0,-0.006829356,-0.18617025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10582779,0.0,0.0,0.0,-0.050675157,0.0,0.0,0.0,0.0037489962,0.0,0.0,0.0,0.0,0.037814807,0.0,0.0,0.0,0.0,0.0,0.0,0.002210693,0.0,0.0017954463,0.0,0.0,0.0,0.0,-0.016902516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021210587,0.0,0.0,0.02725642,0.0,0.0,0.04213605,0.0,-0.04667636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0050114393,0.00034854258,0.0,-0.009439809,0.0,0.0,0.0,-0.061734423,0.019429736,0.004407339,0.0,0.0,0.0,-0.03485082,-0.10810734,0.019317936,-0.08714182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07139155,0.0,-0.029223487,0.0017980254,-0.041517057,0.0058451034,0.0,0.0,0.0,-0.21839039,-0.042947147,0.0,0.031139744,0.0,0.0,0.019487564,0.0,0.0,0.0,0.0,0.0,0.004802168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17316213,0.0,0.0,0.40584671,0.07691561,0.030317746,-0.14206932,-0.45866284,0.0,-0.7573696,-0.53879845,0.33734825,-0.18687686,-0.068249494,0.0,0.0,-0.3226051,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.00900941,0.0020611782,0.0,0.0,0.0,0.0,0.0,-0.69468725,-0.040051114,0.0034133152,0.0,0.0,0.0,0.0,0.0045167995,0.0,0.014113784,0.04459168,0.0,0.0,0.0,0.11872786,0.0,0.00038250303,0.0,0.0,0.0,0.0,-0.11997045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008822374,0.0,0.0,0.0,-1.6961231,-0.20471063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.054388866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17761475,0.0,0.0,0.0,0.0,-0.006829356,-0.12196486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018182073,0.0,0.0,0.0,-0.0008670292,0.0,0.0,0.0,0.003331921,0.0,0.0,0.0,0.0,0.028085424,0.0,0.0,0.0,0.0,0.0,0.0,0.002210693,0.0,-0.0947498,0.0,0.0,0.0,0.0,-0.016902516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02115168,0.0,0.0,-0.050768357,0.0,0.0,0.05165513,0.0,-0.035673622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0339479,0.00034661806,0.0,-0.011136381,0.0,0.0,0.0,-0.102154516,0.026846256,0.0046950774,0.0,0.0,0.0,-0.030827275,-0.10074187,-0.0030398632,0.031084321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0020205774,0.0,-0.017347453,0.0018202001,-0.0239891,0.0041828896,0.0,0.0,0.0,-0.003380519,-0.023758447,0.0,-0.12296268,0.0,0.0,0.008133582,0.0,0.0,0.0,0.0,0.0,0.007628698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14735146,0.0,0.0,-0.24832463,0.07235456,-0.34015083,-0.28088567,0.1437887,0.0,-0.8274584,-0.0686451,0.05984781,-0.23630165,-0.0632427,0.0,0.0,-0.046134204,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.0034758295,0.002272437,0.0,0.0,0.0,0.0,0.0,0.08431517,-0.032723706,0.0020966656,0.0,0.0,0.0,0.0,0.0045167995,0.0,-0.005044796,0.067132525,0.0,0.0,0.0,-0.14617519,0.0,0.00038989546,0.0,0.0,0.0,0.0,0.23029709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019802636,0.0,0.0,0.0,-1.5096754,-0.16435131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.039981782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.043565705,0.0,0.0,0.0,0.0,-0.004408283,-0.14362073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023952962,0.0,0.0,0.0,-0.079754926,0.0,0.0,0.0,0.0015855273,0.0,0.0,0.0,0.0,-0.19559738,0.0,0.0,0.0,0.0,0.0,0.0,0.002210693,0.0,0.002354424,0.0,0.0,0.0,0.0,-0.016902516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018259086,0.0,0.0,0.016055241,0.0,0.0,0.049914688,0.0,-0.033469073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031289887,0.0004678949,0.0,-0.009226241,0.0,0.0,0.0,-0.04152103,-0.016463926,0.0075122043,0.0,0.0,0.0,-0.022125358,-0.07190245,0.010739767,-0.038568035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015852556,0.0,-0.013827478,0.002253672,-0.036958434,0.0019774006,0.0,0.0,0.0,-0.082578495,-0.16885066,0.0,0.018962938,0.0,0.0,0.008447854,0.0,0.0,0.0,0.0,0.0,0.007061912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23271236,0.0,0.0,-0.53557706,-0.3738657,-0.5026372,-1.033162,-0.2583507,0.0,-0.9036481,1.6345851,-0.2614687,0.24063142,-0.075493455,0.0,0.0,-0.29287758,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0030335684,0.0035134633,0.0,0.0,0.0,0.0,0.0,-0.24440135,-0.020088505,0.0034133152,0.0,0.0,0.0,0.0,0.0045167995,0.0,-0.006708393,0.06717067,0.0,0.0,0.0,0.15219067,0.0,0.0006198834,0.0,0.0,0.0,0.0,-0.022690892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0036563356,0.0,0.0,0.0,-1.8193505,-0.17460185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.080741994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068444036,0.0,0.0,0.0,0.0,-0.006769119,0.82325906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029763794,0.0,0.0,0.0,0.0042377682,0.0,0.0,0.0,0.004222924,0.0,0.0,0.0,0.0,0.11024718,0.0,0.0,0.0,0.0,0.0,0.0,0.002210693,0.0,0.0023625572,0.0,0.0,0.0,0.0,-0.011797535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015964078,0.0,0.0,0.049802966,0.0,0.0,0.05376182,0.0,-0.015266617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023650367,0.00066538056,0.0,-0.0063568903,0.0,0.0,0.0,0.3713023,0.01810554,0.007717924,0.0,0.0,0.0,-0.03146562,-0.10752495,0.12171796,-0.019736765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00054702745,0.0,0.5225341,0.0020680493,-0.019975971,0.0019721203,0.0,0.0,0.0,-0.1331719,-0.096509956,0.0,0.089133084,0.0,0.0,-0.21373922,0.0,0.0,0.0,0.0,0.0,0.0034241816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08805887,0.0,0.0,-0.6032178,0.015566694,0.07987375,-0.6294757,-0.26677242,0.0,0.6028326,-0.069103815,0.112123035,0.004417818,-0.03459919,0.0,0.0,0.23039696,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.057736684,0.0018209643,0.0,0.0,0.0,0.0,0.0,0.17521334,-0.01616949,0.0020932662,0.0,0.0,0.0,0.0,0.0045167995,0.0,-0.008494145,0.07278628,0.0,0.0,0.0,-0.034396686,0.0,0.0007327197,0.0,0.0,0.0,0.0,-0.21809344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0019981202,0.0,0.0,0.0,-2.5671637,-0.18408915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.055236578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09789611,0.0,0.0,0.0,0.0,-0.006769119,-0.09243278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031958744,0.0,0.0,0.0,-0.01182674,0.0,0.0,0.0,0.006090595,0.0,0.0,0.0,0.0,0.04794888,0.0,0.0,0.0,0.0,0.0,0.0,0.002210693,0.0,0.002354424,0.0,0.0,0.0,0.0,-0.016902516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021177905,0.0,0.0,0.093966305,0.0,0.0,0.046084944,0.0,-0.037167627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036464038,0.0007532441,0.0,-0.011207929,0.0,0.0,0.0,-0.059568945,-0.4422657,0.0053040087,0.0,0.0,0.0,-0.031671636,-0.12326217,0.021249825,0.2502233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037227754,0.0,-0.029593213,0.0023031367,-0.023132525,0.0019721203,0.0,0.0,0.0,0.15043318,-0.112397596,0.0,0.035643138,0.0,0.0,-0.14571105,0.0,0.0,0.0,0.0,0.0,0.004802168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06764284,0.0,0.0,-0.18097638,-0.04033961,0.009045218,-0.59745014,-0.4800695,0.0,1.5485169,-0.80994606,-0.04260325,-0.30713886,-0.052636944,0.0,0.0,0.18594459,0.0,0.0,0.0,0.0,0.0,0.0
